epoch,kld_loss,kld_weighted,train_loss,val_loss,mean_qed,mean_fp_recon
1,1545.864501953125,0.0,1.5976880142458645,1.8310104057294632,,
2,210.0139923095703,0.007000467274338007,1.2354902381123527,1.7497583796060168,,
3,148.61407470703125,0.009907606057822704,1.109841533099358,1.6951017863115037,,
4,128.8033447265625,0.012880335561931133,1.0265483930292847,1.6589773024404781,,
5,118.7061767578125,0.015827491879463196,0.9579412874065908,1.6274917687804933,,
6,107.91273498535156,0.017985457554459572,0.9062988235228829,1.5901289871450437,,
7,105.55661010742188,0.021111322566866875,0.8602751412585626,1.5689337432791812,,
8,99.37159729003906,0.023186707869172096,0.8241467973449845,1.5563841930554505,,
9,96.71598052978516,0.025790931656956673,0.7907967767431134,1.5480024648961825,,
10,92.70691680908203,0.02781207673251629,0.7557081053237713,1.5755163469184232,0.25798515583310133,0.004895910490610183
11,91.37713623046875,0.030459046363830566,0.7266613752357642,1.5401482926957428,,
12,89.52752685546875,0.03282676264643669,0.7022484649064988,1.5069094087105406,,
13,88.42972564697266,0.035371892154216766,0.6755602317605734,1.5267477402111391,,
14,86.74699401855469,0.03759036585688591,0.6566646504712382,1.5085823913370016,,
15,85.68991088867188,0.03998862951993942,0.6359362993022298,1.4939169688213931,,
16,85.49090576171875,0.04274545609951019,0.618775810110804,1.5114920055133063,,
17,86.56665802001953,0.046168889850378036,0.6005273074544156,1.491124549053253,,
18,83.80870056152344,0.04749159887433052,0.5864096080838218,1.4735310327490805,,
19,80.71134948730469,0.04842681065201759,0.5715012250373073,1.4742649136480275,,
20,82.96241760253906,0.05254286900162697,0.556611760622507,1.4593576146692784,0.3253156902763743,0.0053996332117743065
21,79.63627624511719,0.05309085547924042,0.5431901898993694,1.473235209058792,,
22,81.45582580566406,0.057019077241420746,0.530866772832444,1.5099603537818023,,
23,78.12464141845703,0.05729140713810921,0.5183426334045944,1.472811373599841,,
24,81.3404769897461,0.062361035495996475,0.5086412802828026,1.46334691607056,,
25,77.61529541015625,0.062092240899801254,0.49663922414296563,1.4584100414788805,,
26,76.908447265625,0.06409037858247757,0.4896149092728951,1.459696293420292,,
27,76.2693099975586,0.06610007584095001,0.481137661251111,1.4654925866116153,,
28,76.35362243652344,0.06871826201677322,0.4700834999532035,1.4604693523572083,,
29,75.3378677368164,0.07031534612178802,0.46078140494527087,1.4898418595416127,,
30,73.74172973632812,0.07128367573022842,0.4559919711930876,1.446049557731472,0.3661256168185181,0.005454140882517996
31,72.68673706054688,0.07268673926591873,0.4475405799161912,1.4642134331896528,,
32,74.99825286865234,0.07499825954437256,0.4384681824302962,1.4849191035116451,,
33,73.80996704101562,0.07380997389554977,0.4314010731796835,1.466975636254139,,
34,73.91421508789062,0.07391421496868134,0.42295016230899557,1.4681321086535963,,
35,73.91575622558594,0.0739157572388649,0.4175157996516688,1.4618724158250118,,
36,74.62750244140625,0.07462750375270844,0.4083026561880425,1.4971236286510912,,
37,73.32389831542969,0.07332390546798706,0.40309207687298415,1.459278303832834,,
38,73.84759521484375,0.07384759932756424,0.39843736744818514,1.42370772090208,,
39,74.16834259033203,0.07416834682226181,0.3919777529010151,1.4705440531015939,,
