epoch,kld_loss,kld_weighted,train_loss,val_loss,mean_qed,mean_fp_recon
1,4641.287109375,0.0,1.6526579404491677,1.8423290714316054,,
2,212.72607421875,0.007090869825333357,1.3103912548021333,1.7922317900255764,,
3,140.9306640625,0.009395378641784191,1.196412066186902,1.7425449179625456,,
4,121.6189956665039,0.012161900289356709,1.1142631380500185,1.7023286249208558,,
5,108.03823852539062,0.014405100606381893,1.0465387299453568,1.679989596434226,,
6,100.59628295898438,0.016766048967838287,0.996161297272407,1.6559605231860777,,
7,98.59715270996094,0.019719431176781654,0.9528124440553636,1.6462329324665808,,
8,94.82707214355469,0.022126318886876106,0.9194477012417664,1.6439810027294115,,
9,88.9248046875,0.023713283240795135,0.8879162601866826,1.6138719284996086,,
10,90.09700012207031,0.02702910266816616,0.8570167442474057,1.6102722272242935,0.2608710628772433,0.4083450505022042
11,86.85787200927734,0.028952626511454582,0.8326224400094809,1.6144006963742892,,
12,85.61978149414062,0.03139392286539078,0.8089649912352029,1.5919184872121095,,
13,82.35676574707031,0.03294270858168602,0.785156996187506,1.5940922202716383,,
14,82.60379791259766,0.03579498082399368,0.7669161979510002,1.55782730704288,,
15,79.93807220458984,0.037304434925317764,0.747105614216777,1.5515248843369016,,
16,79.88843536376953,0.03994422033429146,0.7317595255682118,1.5507193005438002,,
17,79.54798126220703,0.042425595223903656,0.7148119814772989,1.5534160194201458,,
18,78.64662170410156,0.04456641897559166,0.7010846161643564,1.526116056431399,,
19,77.14201354980469,0.04628521203994751,0.6875036090476878,1.5393234923108563,,
20,75.96318054199219,0.04811001569032669,0.673492006178213,1.5381664483042132,0.32317017433035844,0.47218302562145387
21,76.54319763183594,0.05102880299091339,0.6610605713542873,1.508498930442306,,
22,74.04903411865234,0.05183432623744011,0.6498772836562778,1.5211478091589683,,
23,73.15304565429688,0.05364556983113289,0.6372543342520698,1.5082138486223504,,
24,72.36447143554688,0.05547942593693733,0.6297966250119154,1.5165550328604454,,
25,72.61190032958984,0.05808952450752258,0.6146711515410492,1.5160821116866718,,
26,71.57192993164062,0.059643276035785675,0.6070061987355359,1.4767351256416164,,
27,70.85893249511719,0.06141107529401779,0.5995532482139627,1.5083537286397808,,
28,70.25920104980469,0.06323328614234924,0.587872394803439,1.4891851532160556,,
29,71.0302963256836,0.06629494577646255,0.5786674663974156,1.5191319135435621,,
30,69.569580078125,0.06725059449672699,0.5715651001109204,1.5001880658243132,0.3340920023589206,0.5052907647267616
31,67.63819122314453,0.06763819605112076,0.5640489815942804,1.5099049106002669,,
32,67.18623352050781,0.06718623638153076,0.5546260969605091,1.4988089666822777,,
33,68.67111206054688,0.06867111474275589,0.5471663460278523,1.4915028867526043,,
34,70.29985046386719,0.07029985636472702,0.5407555424441226,1.488796252052985,,
35,70.72256469726562,0.0707225650548935,0.5347353168257323,1.4984175754299467,,
36,69.28050231933594,0.06928050518035889,0.5245716452688928,1.4874651027431791,,
37,68.89545440673828,0.06889545917510986,0.5194962183790053,1.4825032134805562,,
38,69.32206726074219,0.06932207196950912,0.5123302773687802,1.4975861968103465,,
39,70.80559539794922,0.07080560177564621,0.506648294721787,1.4870850021583888,,
40,69.02476501464844,0.06902477145195007,0.5004095735349338,1.4969630762764967,0.37188073227288043,0.5358314209608068
41,70.79791259765625,0.07079791277647018,0.4948492544491885,1.5085328317720417,,
42,69.9564208984375,0.06995642185211182,0.4893500848422453,1.480007555870369,,
43,70.30366516113281,0.07030367106199265,0.48399369158095457,1.4969006635605067,,
44,69.59593963623047,0.06959594041109085,0.478144478894292,1.4978654772925757,,
45,70.0328598022461,0.07003286480903625,0.4728516546266738,1.456824202200818,,
46,69.82133483886719,0.06982133537530899,0.4656345179250832,1.4773178040845518,,
47,71.69461059570312,0.07169461250305176,0.4647664186733428,1.4921285068798718,,
48,71.32341003417969,0.07132341712713242,0.4576712671014141,1.4728730398321477,,
49,71.26030731201172,0.07126031070947647,0.4506808091152672,1.4751641375600342,,
50,72.01109313964844,0.07201109826564789,0.45019131590917655,1.4571266622369545,0.36979686335768014,0.5512480596993038
51,71.96534729003906,0.07196535170078278,0.4440848684374162,1.4654702512984394,,
52,69.41507720947266,0.06941507756710052,0.4386288939762019,1.4983339309692383,,
